x y n
5.22742395748 2.071423927 50000
-5.39172853692 12.2727616859 50000
10.908275851 1.78774276813 50000
12.8336420575 -1.68558061251 50000
10.4029663291 12.7616860823 50000
-10.5361617736 0.953678384775 50000
-3.05195213835 -4.27741992249 50000
2.6775644213 7.02580548078 50000
6.3587878926 -6.68132520296 50000
-6.70331020102 -12.615402815 50000
-5.63942207871 -7.9995790399 50000
-0.605609855893 1.91657038485 50000
-6.74407479433 0.340744181397 50000
8.04888994344 -7.19286954342 50000
9.31653414177 -9.73998422975 50000
5.20412968394 2.38598755802 50000
-1.92573201578 -2.28138561646 50000
-8.56366173042 -10.4935973768 50000
-5.50733749898 -8.56325897891 50000
12.013124383 -2.39740007882 50000
-14.4302382457 11.6927170818 50000
-9.05989753942 -4.48410815454 50000
-7.06482836511 -7.20454153903 50000
-6.60024753348 9.53110254791 50000
-4.86897236711 2.17544778226 50000
9.74816827534 -8.01749904925 50000
-8.52312544925 1.31876467523 50000
2.25091467912 -8.19062212963 50000
-13.4527026864 -12.8734316038 50000
-2.57539088633 -12.8829550773 50000
-9.38972265035 -12.2601035055 50000
-0.20079360621 -9.20592713174 50000
-11.2512353322 7.60959092941 50000
-1.54361616603 5.97111106714 50000
-13.1600598536 -5.59599459398 50000
1.55057207302 6.47831807886 50000
6.37820558016 -4.01225515334 50000
10.2136491906 0.460117891891 50000
2.78315633402 13.1602452684 50000
1.51547050861 13.0598363873 50000
-13.726761956 8.05091006609 50000
0.55589622032 5.85928303806 50000
6.60689545491 13.1427657179 50000
-2.73518671257 12.1895432955 50000
-2.53152591016 -2.52978214548 50000
-2.48154500784 9.57372315556 50000
14.072616853 12.8060796259 50000
14.4309165109 2.26054811823 50000
-2.56223410608 0.919489486183 50000
-12.3444719221 -4.7088362369 50000
-11.1426983895 -3.26898244727 50000
1.01822067986 1.32484528012 50000
-5.21318789547 -10.2646718337 50000
-8.423172104 -5.71955671343 50000
3.29715020304 -12.4611546778 50000
-1.59183835184 13.7603288573 50000
6.22398069975 14.1573576526 50000
-7.30430740093 -5.25852878547 50000
13.0582422846 -10.8407270793 50000
4.04912496517 0.209485845924 50000
12.011112292 -2.59667599885 50000
8.11885703195 1.68335760592 50000
1.17229635199 -7.84956659587 50000
7.31096310173 10.4849485864 50000
-7.43190921774 -7.29895911459 50000
13.0094710887 -7.46205110979 50000
-8.94666648387 10.1522463949 50000
-9.16030970955 -10.7661439763 50000
-13.3161143161 -10.801667283 50000
-9.20915607328 6.25823565415 50000
-10.7574041352 -11.8982367663 50000
13.8582965301 -2.8507290163 50000
7.97822389581 -2.30333582542 50000
-2.05082388236 12.9495107637 50000
8.48011954111 -11.7622550008 50000
8.37538252577 -13.764849067 50000
4.62588141547 10.9726010483 50000
11.9157897197 -14.2060042585 50000
9.66800742159 11.5791375889 50000
6.1964225354 -8.4553164508 50000
5.46099542981 -10.7384155293 50000
-14.0657497583 7.74875089043 50000
10.7699325459 8.46070666629 50000
-1.7414083864 6.00969521673 50000
6.39189572255 -6.69462970394 50000
-12.4544617698 11.7707400908 50000
6.33277498694 11.0534530935 50000
0.141879770011 -5.53549767363 50000
-11.8467447873 11.5155535003 50000
6.56332449837 -5.04840948397 50000
-6.21108521031 -8.43848874532 50000
-4.6655425837 -12.6166805984 50000
9.93785090941 -11.3330175318 50000
-14.2888378429 -1.15777961565 50000
7.84011183221 -5.38022623856 50000
9.32478883704 7.08576429613 50000
-5.30747536796 -9.40291298695 50000
13.1873429672 -8.71096707303 50000
8.61804344961 8.77341600171 50000
-12.2114834245 4.10334657236 50000
-3.4781481438 0.623246014335 50000
4.27171655544 -10.716177341 50000
-12.2285262564 -6.3938951516 50000
-1.36150875705 7.52554687917 50000
1.74500719456 1.02097575812 50000
-0.138759401973 8.91326680277 50000
-8.1932415914 -10.6257300065 50000
-8.23923177217 6.47683933403 50000
3.6936365841 13.2224399979 50000
1.15975989865 -6.34494019737 50000
-6.43880674995 0.296287558127 50000
-3.1123847663 -9.9456902766 50000
8.26780924234 -7.53219602564 50000
-5.72560506082 -10.7993945262 50000
-1.71600302094 10.0046197104 50000
7.55390714348 -3.6756583112 50000
10.1740418091 -9.98789499596 50000
5.19836161999 0.00058235953435 50000
-13.1252558953 8.12752233489 50000
9.07931902972 9.82913556001 50000
-4.15490362441 -3.32934781911 50000
-3.468640115 13.4649045581 50000
3.76851263096 1.79176431386 50000
0.654441117618 8.34730515792 50000
9.66176968742 10.811225909 50000
-0.718074745044 2.50568022656 50000
-2.26265686789 -4.87459020212 50000
-7.31699998871 7.53178941162 50000
1.57381121797 -7.92184968537 50000
-10.2848096956 1.75756109189 50000
-11.4828642319 13.5823306211 50000
-11.1752902181 -9.0225496777 50000
-1.41084501446 -12.5619525784 50000
8.28816755186 13.623217266 50000
-3.79136593978 -13.3187437009 50000
-10.485651756 12.7759497449 50000
-4.89550300934 -3.88543505298 50000
-13.2767815925 -13.9140452157 50000
3.58394997512 14.4534427568 50000
4.74917976068 10.1853085389 50000
14.0086682612 -11.099566722 50000
-7.99864227481 9.20991820791 50000
-10.949660055 -1.53727520797 50000
2.21248597422 11.0870180337 50000
7.67535352236 -7.3222861546 50000
-1.68353450621 -12.3325189106 50000
-14.3987979654 0.915971836059 50000
-10.9681476131 0.0174598253152 50000
-10.5719472064 -12.669718719 50000
-5.94568932451 -7.76308251422 50000
-9.01021046297 -5.99971642849 50000
8.62407224267 1.55922910736 50000
5.1024093829 7.40669163322 50000
-2.17460523018 -11.0043763219 50000
-6.52888750787 -12.4341570878 50000
-0.333547596272 11.1508241337 50000
-9.78401789641 12.4028643506 50000
7.81112294315 0.619487963603 50000
3.70903926763 -0.430196538898 50000
-7.96907381692 12.0815287628 50000
-9.5263170056 6.76565039305 50000
-12.2585604613 -7.08866525151 50000
6.11776589303 -0.929694177748 50000
0.281863873655 -14.3177718815 50000
-2.99533435832 5.83839367127 50000
7.1731118863 12.8394048622 50000
-13.1444018999 -0.00619068626383 50000
1.3534303948 -7.60096041558 50000
10.262823472 8.55233966596 50000
-12.0653587237 4.59676241144 50000
-10.741555138 10.326577778 50000
2.93560545129 3.08982675659 50000
11.3473552757 10.9857360569 50000
8.54421124202 -3.60544714107 50000
1.51284726524 1.86681887846 50000
-3.74097368306 14.3695501835 50000
-12.248511985 -0.0258124611297 50000
-13.7865197094 8.57873291906 50000
-9.20406139018 3.60236883847 50000
9.80816077284 -10.5901194877 50000
-3.49146811644 9.32597184724 50000
-10.2333340147 -2.33303491362 50000
-7.70412975526 -0.241429629001 50000
11.4984862972 -11.7282330175 50000
10.6374596417 -3.55635857044 50000
2.11162254643 -1.39220277296 50000
7.98159096042 2.46532718083 50000
-7.68374575178 7.7951909041 50000
12.3270913756 13.8672595054 50000
1.938399794 -4.69094261179 50000
-1.82909747544 8.35629612895 50000
12.5215825549 -10.3350135163 50000
-6.61790101043 -10.5412448017 50000
-1.05991772475 6.97567601028 50000
-11.5743302228 9.8934249165 50000
6.85537955614 -6.96337745463 50000
-12.7420273438 1.16047218475 50000
11.5609394231 9.93960639233 50000
-2.07872619281 -3.49441540334 50000
-10.9706928444 -5.39462530069 50000
-11.8645523454 7.91947596774 50000
6.15478090177 1.56172702241 50000
-7.92142501504 -4.51316049188 50000
-8.07117533405 -4.10656284508 50000
-12.3091454654 7.80460057113 50000
3.23244440436 -13.4161129522 50000
-0.45121676496 -1.05433439401 50000
-12.8759291976 -6.83593634723 50000
-11.2698146573 -10.9682297961 50000
-7.48631631553 -3.90911106022 50000
14.4868893366 10.7639433016 50000
3.17388552299 -11.6277937607 50000
-7.6197830971 -12.7032560494 50000
6.05888613223 8.18074125633 50000
12.6813406507 -3.04134040315 50000
6.24427695967 -3.06992723101 50000
-7.79968156651 -14.1639914405 50000
10.6603313648 -3.77120792472 50000
10.7622423757 8.32871602851 50000
-9.92785551493 -13.3085903412 50000
-4.94602033634 2.64231561799 50000
5.87070934379 0.418790756873 50000
5.87082581616 4.75887259758 50000
-5.71474759393 -6.74063951027 50000
-6.95939550889 1.61137948041 50000
0.923185444704 9.54104782483 50000
0.726676101352 7.81886723502 50000
0.16650372714 14.3215249745 50000
-6.10288704939 -5.98873306359 50000
10.8749927333 6.0822324952 50000
4.52159384843 0.504440442849 50000
-3.05249558271 -14.2680247895 50000
-8.46882200315 7.70816112979 50000
-12.8180551021 13.9409984494 50000
-1.72233866572 12.3052652051 50000
3.9068473892 -2.36508632734 50000
6.89446128782 -1.53933010825 50000
1.16088141348 -4.71861943558 50000
2.69668079565 4.85558199421 50000
10.7177779724 -8.2782737735 50000
-11.1116226595 -12.3302692913 50000
-5.13257880759 -1.84073128255 50000
9.58626300681 -10.3399681139 50000
1.48502492915 7.68509140206 50000
-12.543576294 -8.99304461387 50000
11.4230920998 3.97326666626 50000
-13.3665046067 9.83277355923 50000
5.07201470685 14.006624177 50000
8.66794179807 13.5698443156 50000
-6.88440040579 13.3334059345 50000
-2.10089364053 -4.21455622461 50000
8.01301234495 1.62733244382 50000
-6.20879767672 -13.7275172277 50000
-5.54780630522 2.74464750866 50000
14.4861342792 4.59505871705 50000
-8.64915466828 7.67242713413 50000
14.3977494617 -14.393070541 50000
-6.91110482598 -4.37662795643 50000
2.11779614666 -3.24723877716 50000
6.01276054231 -3.906755303 50000
9.19307042775 8.08711317275 50000
-12.8825587507 -9.82926215567 50000
3.10348859813 -1.73924633167 50000
9.47612610761 14.0005535266 50000
-5.32172242964 1.22874630269 50000
-7.75155461368 4.40745175159 50000
2.67516084911 4.23740474857 50000
-8.62956188556 -1.84854149021 50000
3.23928972882 -3.63222922293 50000
1.195088635 -0.960811003874 50000
12.0453814557 4.39322812232 50000
-7.56293523803 4.73596644354 50000
4.04647399829 7.64513904504 50000
-3.48943923581 -5.16106217355 50000
10.2624376609 4.14590473565 50000
7.67515696083 -7.70009096677 50000
-5.45503833028 -6.82231056793 50000
8.3143729729 10.7537003854 50000
-0.999343064016 -2.58524455422 50000
12.9559106767 13.6715940066 50000
0.518885689946 -13.0437754428 50000
-5.56989351788 -9.88864593389 50000
-3.03552009628 -9.14090193896 50000
-8.89181508652 -12.8522384539 50000
-8.66278052167 2.81239789389 50000
-13.8831239083 -7.64064157203 50000
11.3304103189 -12.6801815186 50000
-5.25293497849 -9.95439886598 50000
11.6035941765 -5.1229535996 50000
5.02468360156 5.86921087815 50000
10.4353129807 -0.101465912383 50000
4.8467082562 -9.5682604999 50000
-2.28040666217 3.14451681605 50000
-9.21701210242 -6.09825263508 50000
7.48480952687 -0.27716492447 50000
-3.17700227034 -4.00261929686 50000
13.3767627988 1.07714432045 50000
-5.37386507324 -2.69051226979 50000
7.52461089845 5.34131095221 50000
-10.6844709063 -3.81508416927 50000
13.4475609968 -10.11852068 50000
0.316318174479 6.06293987598 50000
-0.862766164158 5.63583863059 50000
-6.45997188596 -0.728239272243 50000
9.55428396997 6.3497390045 50000
6.5129579876 1.47877194606 50000
-10.0846052193 -11.3428760944 50000
2.30459287731 2.53360762725 50000
14.4374288784 -8.16565050347 50000
